,名称,类型,数据来源,频率,源数据映射,是否默认获取,type
0,ts_code,object,stock_basic,NA,,True,stock
1,symbol,object,stock_basic,NA,,True,stock
2,name,object,stock_basic,NA,,True,stock
3,area,object,stock_basic,NA,,True,stock
4,industry,object,stock_basic,NA,,True,stock
5,fullname,object,stock_basic,NA,,False,stock
6,enname,object,stock_basic,NA,,False,stock
7,cnspell,object,stock_basic,NA,,False,stock
8,market,object,stock_basic,NA,,True,stock
9,exchange,object,stock_basic,NA,,False,stock
10,curr_type,object,stock_basic,NA,,False,stock
11,list_status,object,stock_basic,NA,,False,stock
12,list_date,object,stock_basic,NA,,True,stock
13,delist_date,object,stock_basic,NA,,False,stock
14,is_hs,object,stock_basic,NA,,False,stock
15,act_name,object,stock_basic,NA,,False,stock
16,act_ent_type,object,stock_basic,NA,,False,stock
17,exchange,object,trade_cal,NA,,True,stock
18,cal_date,object,trade_cal,NA,,True,stock
19,is_open,int64,trade_cal,NA,,True,stock
20,pretrade_date,object,trade_cal,NA,,False,stock
21,ts_code,object,daily,daily,,True,stock
22,trade_date,object,daily,daily,,True,stock
23,open,float64,daily,daily,,True,stock
24,high,float64,daily,daily,,True,stock
25,low,float64,daily,daily,,True,stock
26,close,float64,daily,daily,,True,stock
27,pre_close,float64,daily,daily,,True,stock
28,change,float64,daily,daily,,True,stock
29,pct_chg,float64,daily,daily,,True,stock
30,vol,float64,daily,daily,,True,stock
31,amount,float64,daily,daily,,True,stock
32,ts_code,object,weekly,weekly,,True,stock
33,trade_date,object,weekly,weekly,,True,stock
34,close,float64,weekly,weekly,,True,stock
35,open,float64,weekly,weekly,,True,stock
36,high,float64,weekly,weekly,,True,stock
37,low,float64,weekly,weekly,,True,stock
38,pre_close,float64,weekly,weekly,,True,stock
39,change,float64,weekly,weekly,,True,stock
40,pct_chg,float64,weekly,weekly,,True,stock
41,vol,float64,weekly,weekly,,True,stock
42,amount,float64,weekly,weekly,,True,stock
43,ts_code,object,monthly,monthly,,True,stock
44,trade_date,object,monthly,monthly,,True,stock
45,close,float64,monthly,monthly,,True,stock
46,open,float64,monthly,monthly,,True,stock
47,high,float64,monthly,monthly,,True,stock
48,low,float64,monthly,monthly,,True,stock
49,pre_close,float64,monthly,monthly,,True,stock
50,change,float64,monthly,monthly,,True,stock
51,pct_chg,float64,monthly,monthly,,True,stock
52,vol,float64,monthly,monthly,,True,stock
53,amount,float64,monthly,monthly,,True,stock
54,ts_code,object,pro_bar,NA,,True,stock
55,trade_date,object,pro_bar,NA,,True,stock
56,open,float64,pro_bar,NA,,True,stock
57,high,float64,pro_bar,NA,,True,stock
58,low,float64,pro_bar,NA,,True,stock
59,close,float64,pro_bar,NA,,True,stock
60,pre_close,float64,pro_bar,NA,,True,stock
61,change,float64,pro_bar,NA,,True,stock
62,pct_chg,float64,pro_bar,NA,,True,stock
63,vol,float64,pro_bar,NA,,True,stock
64,amount,float64,pro_bar,NA,,True,stock
65,ts_code,object,daily_basic,NA,,True,stock
66,trade_date,object,daily_basic,NA,,True,stock
67,close,float64,daily_basic,NA,,True,stock
68,turnover_rate,float64,daily_basic,NA,,True,stock
69,turnover_rate_f,float64,daily_basic,NA,,True,stock
70,volume_ratio,float64,daily_basic,NA,,True,stock
71,pe,float64,daily_basic,NA,,True,stock
72,pe_ttm,float64,daily_basic,NA,,True,stock
73,pb,float64,daily_basic,NA,,True,stock
74,ps,float64,daily_basic,NA,,True,stock
75,ps_ttm,float64,daily_basic,NA,,True,stock
76,dv_ratio,float64,daily_basic,NA,,True,stock
77,dv_ttm,float64,daily_basic,NA,,True,stock
78,total_share,float64,daily_basic,NA,,True,stock
79,float_share,float64,daily_basic,NA,,True,stock
80,free_share,float64,daily_basic,NA,,True,stock
81,total_mv,float64,daily_basic,NA,,True,stock
82,circ_mv,float64,daily_basic,NA,,True,stock
83,ts_code,object,income,NA,,True,stock
84,ann_date,object,income,NA,,True,stock
85,f_ann_date,object,income,NA,,True,stock
86,end_date,object,income,NA,,True,stock
87,report_type,object,income,NA,,True,stock
88,comp_type,object,income,NA,,True,stock
89,end_type,object,income,NA,,True,stock
90,basic_eps,object,income,NA,,True,stock
91,diluted_eps,object,income,NA,,True,stock
92,total_revenue,float64,income,NA,,True,stock
93,revenue,float64,income,NA,,True,stock
94,int_income,float64,income,NA,,True,stock
95,prem_earned,object,income,NA,,True,stock
96,comm_income,float64,income,NA,,True,stock
97,n_commis_income,float64,income,NA,,True,stock
98,n_oth_income,float64,income,NA,,True,stock
99,n_oth_b_income,float64,income,NA,,True,stock
100,prem_income,object,income,NA,,True,stock
101,out_prem,object,income,NA,,True,stock
102,une_prem_reser,object,income,NA,,True,stock
103,reins_income,object,income,NA,,True,stock
104,n_sec_tb_income,object,income,NA,,True,stock
105,n_sec_uw_income,object,income,NA,,True,stock
106,n_asset_mg_income,object,income,NA,,True,stock
107,oth_b_income,float64,income,NA,,True,stock
108,fv_value_chg_gain,object,income,NA,,True,stock
109,invest_income,float64,income,NA,,True,stock
110,ass_invest_income,object,income,NA,,True,stock
111,forex_gain,float64,income,NA,,True,stock
112,total_cogs,float64,income,NA,,True,stock
113,oper_cost,object,income,NA,,True,stock
114,int_exp,float64,income,NA,,True,stock
115,comm_exp,float64,income,NA,,True,stock
116,biz_tax_surchg,float64,income,NA,,True,stock
117,sell_exp,float64,income,NA,,True,stock
118,admin_exp,float64,income,NA,,True,stock
119,fin_exp,object,income,NA,,True,stock
120,assets_impair_loss,float64,income,NA,,True,stock
121,prem_refund,object,income,NA,,True,stock
122,compens_payout,object,income,NA,,True,stock
123,reser_insur_liab,object,income,NA,,True,stock
124,div_payt,object,income,NA,,True,stock
125,reins_exp,object,income,NA,,True,stock
126,oper_exp,float64,income,NA,,True,stock
127,compens_payout_refu,object,income,NA,,True,stock
128,insur_reser_refu,object,income,NA,,True,stock
129,reins_cost_refund,object,income,NA,,True,stock
130,other_bus_cost,float64,income,NA,,True,stock
131,operate_profit,float64,income,NA,,True,stock
132,non_oper_income,float64,income,NA,,True,stock
133,non_oper_exp,float64,income,NA,,True,stock
134,nca_disploss,object,income,NA,,True,stock
135,total_profit,float64,income,NA,,True,stock
136,income_tax,float64,income,NA,,True,stock
137,n_income,float64,income,NA,,True,stock
138,n_income_attr_p,float64,income,NA,,True,stock
139,minority_gain,float64,income,NA,,True,stock
140,oth_compr_income,object,income,NA,,True,stock
141,t_compr_income,object,income,NA,,True,stock
142,compr_inc_attr_p,object,income,NA,,True,stock
143,compr_inc_attr_m_s,object,income,NA,,True,stock
144,ebit,float64,income,NA,,True,stock
145,ebitda,float64,income,NA,,True,stock
146,insurance_exp,object,income,NA,,True,stock
147,undist_profit,float64,income,NA,,True,stock
148,distable_profit,float64,income,NA,,True,stock
149,rd_exp,object,income,NA,,True,stock
150,fin_exp_int_exp,object,income,NA,,True,stock
151,fin_exp_int_inc,object,income,NA,,True,stock
152,transfer_surplus_rese,object,income,NA,,True,stock
153,transfer_housing_imprest,object,income,NA,,True,stock
154,transfer_oth,object,income,NA,,True,stock
155,adj_lossgain,object,income,NA,,True,stock
156,withdra_legal_surplus,float64,income,NA,,True,stock
157,withdra_legal_pubfund,float64,income,NA,,True,stock
158,withdra_biz_devfund,object,income,NA,,True,stock
159,withdra_rese_fund,object,income,NA,,True,stock
160,withdra_oth_ersu,object,income,NA,,True,stock
161,workers_welfare,object,income,NA,,True,stock
162,distr_profit_shrhder,float64,income,NA,,True,stock
163,prfshare_payable_dvd,object,income,NA,,True,stock
164,comshare_payable_dvd,float64,income,NA,,True,stock
165,capit_comstock_div,object,income,NA,,True,stock
166,net_after_nr_lp_correct,object,income,NA,,False,stock
167,oth_income,object,income,NA,,False,stock
168,asset_disp_income,object,income,NA,,False,stock
169,continued_net_profit,object,income,NA,,False,stock
170,end_net_profit,object,income,NA,,False,stock
171,credit_impa_loss,object,income,NA,,False,stock
172,net_expo_hedging_benefits,object,income,NA,,False,stock
173,oth_impair_loss_assets,object,income,NA,,False,stock
174,total_opcost,object,income,NA,,False,stock
175,amodcost_fin_assets,object,income,NA,,False,stock
176,ts_code,object,balancesheet,NA,,True,stock
177,ann_date,object,balancesheet,NA,,True,stock
178,f_ann_date,object,balancesheet,NA,,True,stock
179,end_date,object,balancesheet,NA,,True,stock
180,report_type,object,balancesheet,NA,,True,stock
181,comp_type,object,balancesheet,NA,,True,stock
182,end_type,object,balancesheet,NA,,True,stock
183,total_share,float64,balancesheet,NA,,True,stock
184,cap_rese,float64,balancesheet,NA,,True,stock
185,undistr_porfit,float64,balancesheet,NA,,True,stock
186,surplus_rese,float64,balancesheet,NA,,True,stock
187,special_rese,object,balancesheet,NA,,True,stock
188,money_cap,object,balancesheet,NA,,True,stock
189,trad_asset,float64,balancesheet,NA,,True,stock
190,notes_receiv,object,balancesheet,NA,,True,stock
191,accounts_receiv,float64,balancesheet,NA,,True,stock
192,oth_receiv,object,balancesheet,NA,,True,stock
193,prepayment,object,balancesheet,NA,,True,stock
194,div_receiv,object,balancesheet,NA,,True,stock
195,int_receiv,float64,balancesheet,NA,,True,stock
196,inventories,object,balancesheet,NA,,True,stock
197,amor_exp,object,balancesheet,NA,,True,stock
198,nca_within_1y,object,balancesheet,NA,,True,stock
199,sett_rsrv,object,balancesheet,NA,,True,stock
200,loanto_oth_bank_fi,float64,balancesheet,NA,,True,stock
201,premium_receiv,object,balancesheet,NA,,True,stock
202,reinsur_receiv,object,balancesheet,NA,,True,stock
203,reinsur_res_receiv,object,balancesheet,NA,,True,stock
204,pur_resale_fa,float64,balancesheet,NA,,True,stock
205,oth_cur_assets,object,balancesheet,NA,,True,stock
206,total_cur_assets,object,balancesheet,NA,,True,stock
207,fa_avail_for_sale,float64,balancesheet,NA,,True,stock
208,htm_invest,float64,balancesheet,NA,,True,stock
209,lt_eqt_invest,float64,balancesheet,NA,,True,stock
210,invest_real_estate,float64,balancesheet,NA,,True,stock
211,time_deposits,object,balancesheet,NA,,True,stock
212,oth_assets,float64,balancesheet,NA,,True,stock
213,lt_rec,object,balancesheet,NA,,True,stock
214,fix_assets,float64,balancesheet,NA,,True,stock
215,cip,object,balancesheet,NA,,True,stock
216,const_materials,object,balancesheet,NA,,True,stock
217,fixed_assets_disp,object,balancesheet,NA,,True,stock
218,produc_bio_assets,object,balancesheet,NA,,True,stock
219,oil_and_gas_assets,object,balancesheet,NA,,True,stock
220,intan_assets,float64,balancesheet,NA,,True,stock
221,r_and_d,object,balancesheet,NA,,True,stock
222,goodwill,object,balancesheet,NA,,True,stock
223,lt_amor_exp,object,balancesheet,NA,,True,stock
224,defer_tax_assets,float64,balancesheet,NA,,True,stock
225,decr_in_disbur,float64,balancesheet,NA,,True,stock
226,oth_nca,object,balancesheet,NA,,True,stock
227,total_nca,object,balancesheet,NA,,True,stock
228,cash_reser_cb,float64,balancesheet,NA,,True,stock
229,depos_in_oth_bfi,float64,balancesheet,NA,,True,stock
230,prec_metals,float64,balancesheet,NA,,True,stock
231,deriv_assets,float64,balancesheet,NA,,True,stock
232,rr_reins_une_prem,object,balancesheet,NA,,True,stock
233,rr_reins_outstd_cla,object,balancesheet,NA,,True,stock
234,rr_reins_lins_liab,object,balancesheet,NA,,True,stock
235,rr_reins_lthins_liab,object,balancesheet,NA,,True,stock
236,refund_depos,object,balancesheet,NA,,True,stock
237,ph_pledge_loans,object,balancesheet,NA,,True,stock
238,refund_cap_depos,object,balancesheet,NA,,True,stock
239,indep_acct_assets,object,balancesheet,NA,,True,stock
240,client_depos,object,balancesheet,NA,,True,stock
241,client_prov,object,balancesheet,NA,,True,stock
242,transac_seat_fee,object,balancesheet,NA,,True,stock
243,invest_as_receiv,float64,balancesheet,NA,,True,stock
244,total_assets,float64,balancesheet,NA,,True,stock
245,lt_borr,object,balancesheet,NA,,True,stock
246,st_borr,object,balancesheet,NA,,True,stock
247,cb_borr,float64,balancesheet,NA,,True,stock
248,depos_ib_deposits,object,balancesheet,NA,,True,stock
249,loan_oth_bank,float64,balancesheet,NA,,True,stock
250,trading_fl,float64,balancesheet,NA,,True,stock
251,notes_payable,object,balancesheet,NA,,True,stock
252,acct_payable,float64,balancesheet,NA,,True,stock
253,adv_receipts,object,balancesheet,NA,,True,stock
254,sold_for_repur_fa,float64,balancesheet,NA,,True,stock
255,comm_payable,object,balancesheet,NA,,True,stock
256,payroll_payable,float64,balancesheet,NA,,True,stock
257,taxes_payable,float64,balancesheet,NA,,True,stock
258,int_payable,float64,balancesheet,NA,,True,stock
259,div_payable,object,balancesheet,NA,,True,stock
260,oth_payable,object,balancesheet,NA,,True,stock
261,acc_exp,object,balancesheet,NA,,True,stock
262,deferred_inc,object,balancesheet,NA,,True,stock
263,st_bonds_payable,object,balancesheet,NA,,True,stock
264,payable_to_reinsurer,object,balancesheet,NA,,True,stock
265,rsrv_insur_cont,object,balancesheet,NA,,True,stock
266,acting_trading_sec,object,balancesheet,NA,,True,stock
267,acting_uw_sec,object,balancesheet,NA,,True,stock
268,non_cur_liab_due_1y,object,balancesheet,NA,,True,stock
269,oth_cur_liab,object,balancesheet,NA,,True,stock
270,total_cur_liab,object,balancesheet,NA,,True,stock
271,bond_payable,object,balancesheet,NA,,True,stock
272,lt_payable,object,balancesheet,NA,,True,stock
273,specific_payables,object,balancesheet,NA,,True,stock
274,estimated_liab,float64,balancesheet,NA,,True,stock
275,defer_tax_liab,float64,balancesheet,NA,,True,stock
276,defer_inc_non_cur_liab,object,balancesheet,NA,,True,stock
277,oth_ncl,object,balancesheet,NA,,True,stock
278,total_ncl,object,balancesheet,NA,,True,stock
279,depos_oth_bfi,float64,balancesheet,NA,,True,stock
280,deriv_liab,float64,balancesheet,NA,,True,stock
281,depos,float64,balancesheet,NA,,True,stock
282,agency_bus_liab,object,balancesheet,NA,,True,stock
283,oth_liab,float64,balancesheet,NA,,True,stock
284,prem_receiv_adva,object,balancesheet,NA,,True,stock
285,depos_received,object,balancesheet,NA,,True,stock
286,ph_invest,object,balancesheet,NA,,True,stock
287,reser_une_prem,object,balancesheet,NA,,True,stock
288,reser_outstd_claims,object,balancesheet,NA,,True,stock
289,reser_lins_liab,object,balancesheet,NA,,True,stock
290,reser_lthins_liab,object,balancesheet,NA,,True,stock
291,indept_acc_liab,object,balancesheet,NA,,True,stock
292,pledge_borr,object,balancesheet,NA,,True,stock
293,indem_payable,object,balancesheet,NA,,True,stock
294,policy_div_payable,object,balancesheet,NA,,True,stock
295,total_liab,float64,balancesheet,NA,,True,stock
296,treasury_share,object,balancesheet,NA,,True,stock
297,ordin_risk_reser,float64,balancesheet,NA,,True,stock
298,forex_differ,object,balancesheet,NA,,True,stock
299,invest_loss_unconf,object,balancesheet,NA,,True,stock
300,minority_int,float64,balancesheet,NA,,True,stock
301,total_hldr_eqy_exc_min_int,float64,balancesheet,NA,,True,stock
302,total_hldr_eqy_inc_min_int,float64,balancesheet,NA,,True,stock
303,total_liab_hldr_eqy,float64,balancesheet,NA,,True,stock
304,lt_payroll_payable,object,balancesheet,NA,,True,stock
305,oth_comp_income,object,balancesheet,NA,,True,stock
306,oth_eqt_tools,object,balancesheet,NA,,True,stock
307,oth_eqt_tools_p_shr,object,balancesheet,NA,,True,stock
308,lending_funds,object,balancesheet,NA,,True,stock
309,acc_receivable,object,balancesheet,NA,,True,stock
310,st_fin_payable,object,balancesheet,NA,,True,stock
311,payables,object,balancesheet,NA,,True,stock
312,hfs_assets,object,balancesheet,NA,,True,stock
313,hfs_sales,object,balancesheet,NA,,True,stock
314,cost_fin_assets,object,balancesheet,NA,,True,stock
315,fair_value_fin_assets,object,balancesheet,NA,,True,stock
316,contract_assets,object,balancesheet,NA,,True,stock
317,contract_liab,object,balancesheet,NA,,True,stock
318,accounts_receiv_bill,object,balancesheet,NA,,True,stock
319,accounts_pay,object,balancesheet,NA,,True,stock
320,oth_rcv_total,object,balancesheet,NA,,True,stock
321,fix_assets_total,object,balancesheet,NA,,True,stock
322,cip_total,object,balancesheet,NA,,True,stock
323,oth_pay_total,object,balancesheet,NA,,True,stock
324,long_pay_total,object,balancesheet,NA,,True,stock
325,debt_invest,object,balancesheet,NA,,True,stock
326,oth_debt_invest,object,balancesheet,NA,,True,stock
327,oth_eq_invest,object,balancesheet,NA,,False,stock
328,oth_illiq_fin_assets,object,balancesheet,NA,,False,stock
329,oth_eq_ppbond,object,balancesheet,NA,,False,stock
330,receiv_financing,object,balancesheet,NA,,False,stock
331,use_right_assets,object,balancesheet,NA,,False,stock
332,lease_liab,object,balancesheet,NA,,False,stock
333,ts_code,object,cashflow,NA,,True,stock
334,ann_date,object,cashflow,NA,,True,stock
335,f_ann_date,object,cashflow,NA,,True,stock
336,end_date,object,cashflow,NA,,True,stock
337,comp_type,object,cashflow,NA,,True,stock
338,report_type,object,cashflow,NA,,True,stock
339,end_type,object,cashflow,NA,,True,stock
340,net_profit,float64,cashflow,NA,,True,stock
341,finan_exp,object,cashflow,NA,,True,stock
342,c_fr_sale_sg,object,cashflow,NA,,True,stock
343,recp_tax_rends,object,cashflow,NA,,True,stock
344,n_depos_incr_fi,float64,cashflow,NA,,True,stock
345,n_incr_loans_cb,float64,cashflow,NA,,True,stock
346,n_inc_borr_oth_fi,float64,cashflow,NA,,True,stock
347,prem_fr_orig_contr,object,cashflow,NA,,True,stock
348,n_incr_insured_dep,object,cashflow,NA,,True,stock
349,n_reinsur_prem,object,cashflow,NA,,True,stock
350,n_incr_disp_tfa,object,cashflow,NA,,True,stock
351,ifc_cash_incr,float64,cashflow,NA,,True,stock
352,n_incr_disp_faas,object,cashflow,NA,,True,stock
353,n_incr_loans_oth_bank,float64,cashflow,NA,,True,stock
354,n_cap_incr_repur,float64,cashflow,NA,,True,stock
355,c_fr_oth_operate_a,float64,cashflow,NA,,True,stock
